BIBTEXKEY,DATE,TITLE,AUTHOR,JOURNALTITLE,BOOKTITLE,CATEGORY,DOI,EDITOR,PUBLISHER
Buckwalter2015-BUCIAO,2015,Inability and Obligation in Moral Judgment,"Buckwalter, Wesley, Turri, John",PLoS ONE,NA,ARTICLE,NA,,NA
Vazire2015-VAZEPT,2015,Experimental Philosophy: The View From Social/Personlity Psychology,"Vazire, Simine",Annals of the Japan Association for Philosophy of Science,NA,ARTICLE,10.4288/jafpos.23.0\_45,,J-Stage
Nagel2013-NAGDTE-3,2013,Do Different Groups Have Different Epistemic Intuitions? A Reply to Jennifer Nagel,"Nagel, Jennifer",Philosophy and Phenomenological Research,NA,ARTICLE,NA,,Wiley-Blackwell
Hartmann2013-HAREFE,2013,Editorial: Formal Epistemology Meets Experimental Philosophy,"Hartmann, Stephan, Lisciandra, Chiara, Machery, Edouard",Synthese,NA,ARTICLE,10.1007/s11229-013-0269-1,,Springer Verlag
Cohnitz2015-COHIIP,2015,Intuitions in Philosophical Semantics,"Cohnitz, Daniel, Haukioja, Jussi",Erkenntnis,NA,ARTICLE,10.1007/s10670-014-9666-1,,Springer Netherlands
Fraser2014-FRAMET,2014,Moral Error Theories and Folk Metaethics,"Fraser, Benjamin",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.769144,,NA
Turri2014-TURSAT-7,2014,Skeptical Appeal: The Source-Content Bias,"Turri, John",Cognitive Science,NA,ARTICLE,10.1111/cogs.12153,,NA
Mihailov2015-EMITAF,2015,The Argument From Self-Defeating Beliefs Against Deontology,"Mihailov, Emilian",Ethical Perspectives,NA,ARTICLE,NA,,NA
Hales2014-HALLAA-2,2014,Luck Attributions and Cognitive Bias,"Hales, Steven D., Johnson, Jennifer Adrienne",Metaphilosophy,NA,ARTICLE,10.1111/meta.12098,,NA
Martin2014-MARAWF-2,2014,Are We Free? Psychology's Challenges to Free Will,"Martin, Zachary Thomas",NA,NA,UNPUBLISHED,NA,,NA
Hindriks2014-HINNIA,2014,Normativity in Action: How to Explain the Knobe Effect and its Relatives,"Hindriks, Frank",Mind and Language,NA,ARTICLE,10.1111/mila.12041,,Wiley-Blackwell
Lutge2014-LTGEE,2014,Experimental Ethics: Toward an Empirical Moral Philosophy,NA,NA,NA,BOOK,NA,,Palgrave-Macmillan
Bjornsson2015-BJRMIA-2,2015,Motivational Internalism and Folk Intuitions,"Björnsson, Gunnar, Eriksson, John, Strandberg, Caj, Olinder, Ragnar Francén, Björklund, Fredrik",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2014.894431,,NA
Nado2014-NADPE,2014,Philosophical Expertise,"Nado, Jennifer",Philosophy Compass,NA,ARTICLE,10.1111/phc3.12154,,Digital Commons ? Lingnan University
Haste2013-HASDTE,2013,Deconstructing the Elephant and the Flag in the Lavatory: Promises and Problems of Moral Foundations Research,"Haste, Helen",Journal of Moral Education,NA,ARTICLE,10.1080/03057240.2013.818529,,Routledge
Szabo2013-SZAMWA,2013,Modals with a Taste of the Deontic,"Szabó, Zoltán Gendler, Knobe, Joshua",Semantics and Pragmatics,NA,ARTICLE,NA,,NA
Nichols2013-NICEE,2013,Experimental Ethics,"Nichols, Shaun, Timmons, Mark",NA,The International Encyclopedia of Ethics,INCOLLECTION,NA,,Blackwell
Khoo2015-KHOMD,2015,Modal Disagreements,"Khoo, Justin",Inquiry: An Interdisciplinary Journal of Philosophy,NA,ARTICLE,10.1080/0020174x.2015.1033005,,Informa Uk
Knobe2013-KNOEPV-2,2013,Experimental Philosophy: Volume 2,NA,NA,NA,BOOK,NA,,Oxford University Press USA
Runyan2015-RUNVEM,2015,"Virtues, Ecological Momentary Assessment/Intervention and Smartphone Technology","Runyan, Jason D., Steinke, Ellen G.",Frontiers in Psychology,NA,ARTICLE,10.3389/fpsyg.2015.00481,,NA
Mizrahi2015-MIZTAA,2015,Three Arguments Against the Expertise Defense,"Mizrahi, Moti",Metaphilosophy,NA,ARTICLE,10.1111/meta.12115,,NA
Phelan2013-PHEETS-2,2013,Evidence That Stakes Don?T Matter for Evidence,"Phelan, Mark",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2012.733363,,NA
Egre2014-EGRIAA,2014,Intentional Action and the Semantics of Gradable Expressions (on the Knobe Effect),"Egré, Paul",NA,Causation in Grammatical Structures,INCOLLECTION,NA,,Oxford University Press
Iijima2014-IIJHNT-2,2014,How (Not) to Draw Philosophical Implications From the Cognitive Nature of Concepts: The Case of Intentionality,"Iijima, Kazuki, Ota, Koji",Frontiers in Psychology,NA,ARTICLE,10.3389/fpsyg.2014.00799,,NA
Grau2014-GRAATR,2014,Attitudes Towards Reference and Replaceability,"Grau, Christopher, Pury, Cynthia L. S.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-013-0162-3,,Springer Verlag
Morris2015-MORCOT-7,2015,Commentary on ?the Free-Will Intuitions Scale and the Question of Natural Compatibilism?,"Morris, Stephen G.",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2014.926440,,NA
Bruder2014-TANOCA-2,2014,Overdemanding Consequentialism? An Experimental Approach,"Bruder, Martin, Tanyi, Attila",Utilitas,NA,ARTICLE,10.1017/s0953820814000065,,NA
Nahmias2014-NAHANV,2014,A Naturalistic Vision of Free Will,"Nahmias, Eddy, Thompson, Morgan",NA,Current Controversies in Experimental Philosophy,INCOLLECTION,NA,,Routledge
Rose2015-ROSNPA-2,2015,Neuroscientific Prediction and the Intrusion of Intuitive Metaphysics,"Rose, David, Buckwalter, Wesley, Nichols, Shaun",Cognitive Science,NA,ARTICLE,10.1111/cogs.12310,,NA
Machery2014-MACTCO-67,2014,The Concept of Intentional Action in High-Functioning Autism,"Machery, Edouard, Zalla, Tiziana",NA,"Oxford Studies in Experimental Philosophy, Volume 1",INCOLLECTION,NA,,Oxford University Press UK
Ostertag2013-OSTTGE,2013,The 'Gödel' Effect,"Ostertag, Gary",Philosophical Studies,NA,ARTICLE,10.1007/s11098-012-0021-6,,Springer Verlag
JoshuaRust2013-JOSEAN,2013,"Ethicists? and Nonethicists? Responsiveness to Student e-Mails: Relationships Among Expressed Normative Attitude, Self-Described Behavior, and Empirically Observed Behavior","Rust, Eric Schwitzgebel Joshua",Metaphilosophy,NA,ARTICLE,10.1111/meta.12033,,Wiley-Blackwell
Debska2013-DEBEPO,2013,Experimental Philosophy on Intentionality of Actions,"Debska, Agnieszka",Filozofia Nauki,NA,ARTICLE,NA,,NA
Bucciarelli2015-BUCMDI,2015,Moral Dilemmas in Females: Children Are More Utilitarian Than Adults,"Bucciarelli, Monica",Frontiers in Psychology,NA,ARTICLE,10.3389/fpsyg.2015.01345,,NA
Phillips2014-PHITGI,2014,The Good in Happiness,"Phillips, Jonathan, Nyholm, Sven, Liao, Shen{-}yi",NA,"Oxford Studies in Experimental Philosophy, Volume 1",INCOLLECTION,NA,,Oxford University Press UK
Kim2015-KIMNCD,2015,No Cross-Cultural Differences in the Gettier Car Case Intuition: A Replication Study of Weinberg Et Al. 2001,"Kim, Minsun, Yuan, Yuan",Episteme,NA,ARTICLE,10.1017/epi.2015.17,,NA
Sparks2014-SPAJDA,2014,Judgment Difficulty and the Moral Intensity of Unethical Acts: A Cognitive Response Analysis of Dual Process Ethical Judgment Formation,"Sparks, John R., Siemens, Jennifer Christie",Ethics and Behavior,NA,ARTICLE,10.1080/10508422.2013.826133,,Routledge
